"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDJ20","OUT017",2078.80328580205
"FDV44","OUT027",4476.0318897044
"FDG02","OUT049",3110.03329659449
"FDA09","OUT013",2904.47274464755
"FDT04","OUT013",711.217394250334
"FDL58","OUT019",2235.27093770707
"FDE52","OUT045",1420.73000231329
"FDW12","OUT035",2497.54187521949
"FDL51","OUT017",3544.65773991264
"NCY42","OUT027",3709.13316662683
"FDR07","OUT017",1696.2914222071
"FDN40","OUT045",2400.97965838094
"FDB35","OUT027",2924.65860774947
"FDA22","OUT017",2766.17619149549
"NCL06","OUT046",4098.51681275461
"FDI35","OUT013",2928.712443677
"NCW42","OUT045",3417.14803069313
"NCX06","OUT049",2943.15864959836
"FDC37","OUT027",3197.73018061202
"FDZ14","OUT018",1694.32050653026
"DRG49","OUT049",3940.21512350344
"NCG06","OUT045",3936.25427373995
"DRC36","OUT045",2688.22006778756
"FDV21","OUT019",87.0036510389667
"FDB53","OUT046",2413.20362869457
"DRP47","OUT019",2051.23297748135
"FDA14","OUT013",2407.10676567408
"DRC24","OUT035",2587.21053635482
"FDW21","OUT018",1347.44217604294
"NCH29","OUT046",1538.96673480694
"FDU58","OUT013",3035.77879396083
"FDY27","OUT017",2961.57250022006
"FDV56","OUT035",1917.22643105817
"FDT59","OUT046",3672.50371741077
"FDB23","OUT046",3579.49536591946
"FDR49","OUT045",726.083042242394
"FDB03","OUT010",1930.57897974388
"FDN39","OUT045",2618.0841874601
"FDX02","OUT027",5012.12892848159
"FDQ16","OUT027",3192.96071099665
"FDU35","OUT018",1350.05777298076
"NCT29","OUT013",1945.57201870647
"FDZ27","OUT046",836.353241799913
"FDN57","OUT017",2390.28584053416
"FDA03","OUT018",2107.70232373442
"FDZ36","OUT045",2896.54266406142
"NCU05","OUT013",1331.25564576637
"FDT39","OUT018",2184.41490143014
"FDK60","OUT017",1686.87415041751
"FDZ25","OUT017",2827.37463721373
"FDG12","OUT046",1951.34261189048
"DRB01","OUT019",1117.19844772727
"NCC43","OUT027",5365.22482700005
"FDX13","OUT019",2022.04116795542
"FDM22","OUT049",990.966364334462
"FDJ03","OUT027",2299.75562654085
"FDU14","OUT018",3686.45408760708
"FDB33","OUT010",665.765049027404
"FDP27","OUT046",3054.71637048967
"FDO38","OUT010",-642.57734199578
"FDE28","OUT027",5129.04498263868
"FDO27","OUT035",1708.36779851438
"DRL23","OUT027",3149.66659935793
"FDS28","OUT046",939.309200005635
"FDX24","OUT013",1540.46984027245
"FDZ02","OUT035",1723.94662032345
"FDL46","OUT045",1806.84999973538
"FDS60","OUT027",4317.8470243024
"NCO06","OUT017",664.413184752835
"FDO16","OUT035",1532.67478221185
"FDC60","OUT049",1526.58177627542
"FDA48","OUT018",3226.38916267414
"FDZ36","OUT027",4425.6219212053
"FDK27","OUT045",1878.40032682801
"FDW23","OUT018",405.708160975022
"FDM14","OUT018",1499.93687036457
"FDM14","OUT013",1778.14035405187
"FDW60","OUT018",2570.05274544004
"FDE21","OUT013",1915.03275194377
"NCM42","OUT035",1863.58449866247
"FDY59","OUT010",-388.308025804468
"DRI49","OUT049",1409.23289730277
"FDT28","OUT019",548.731521140434
"FDQ22","OUT018",417.381625495959
"FDR60","OUT049",1369.97804833395
"FDC50","OUT019",-358.315058650227
"FDV24","OUT013",2486.44821106681
"DRF48","OUT010",1053.26652592769
"FDQ47","OUT046",663.605437184852
"DRN36","OUT049",1649.96150827717
"NCY06","OUT035",2156.61085640452
"FDE52","OUT035",1624.08782905581
"NCB54","OUT045",1916.21907346731
"NCF31","OUT035",2573.78320889102
"FDJ08","OUT027",4493.6744590585
"NCC07","OUT017",1780.33229732159
"NCD19","OUT027",2316.48444973145
"FDL46","OUT049",2002.32977636875
"FDM20","OUT045",3837.20154227782
"NCI06","OUT010",930.17797178626
"DRM11","OUT035",4197.40147659612
"NCH07","OUT018",2243.85839088163
"FDS23","OUT013",2104.8088813596
"FDO49","OUT018",576.34118267287
"FDS35","OUT049",1190.52639589342
"DRK39","OUT045",1271.88821542352
"DRI39","OUT049",1055.58237197433
"FDV04","OUT017",2654.61236774174
"NCN14","OUT035",3022.47920192616
"FDH08","OUT013",3707.77023696656
"FDS20","OUT046",2940.79987076859
"FDV40","OUT049",1354.05848102593
"FDZ48","OUT010",-135.240063542543
"FDS24","OUT027",2889.96709840663
"FDK44","OUT049",2911.64622498068
"FDS48","OUT045",2372.99759280919
"FDK26","OUT010",1063.45709542509
"FDD23","OUT045",2937.27132943016
"NCH54","OUT017",2669.04943624001
"NCP14","OUT010",-240.390684580926
"FDM60","OUT010",-1225.1484047202
"FDV24","OUT017",2551.83639151752
"FDH08","OUT018",3366.56757088217
"FDS12","OUT027",3486.19720777593
"FDR39","OUT027",4359.72138873106
"FDP12","OUT027",2099.82414089103
"DRF60","OUT027",5163.2206845001
"FDC09","OUT035",1823.71451106278
"FDF50","OUT018",2880.63103479964
"FDG28","OUT035",4000.52968946528
"NCE19","OUT017",995.867781018066
"NCM53","OUT010",-210.4723358996
"NCN18","OUT049",1842.29820718366
"FDF32","OUT035",3330.09621556903
"FDF11","OUT013",3815.96977379884
"DRI59","OUT049",3640.54885493798
"NCG54","OUT035",2829.03874807658
"FDM44","OUT046",1658.60649340895
"FDT57","OUT018",3463.14321293456
"FDV24","OUT046",2446.69606366064
"FDI50","OUT019",1710.70112539282
"FDS09","OUT035",1007.6905481966
"NCC31","OUT027",3909.18311331577
"FDQ07","OUT019",1596.21997419001
"FDC22","OUT017",3156.81145093702
"FDZ56","OUT046",2739.00197869966
"FDZ40","OUT019",-994.458018235132
"FDS46","OUT027",3346.12163398043
"DRD24","OUT045",2192.21272340822
"FDV45","OUT017",3121.04421081661
"FDL26","OUT045",2453.8490119839
"FDA56","OUT018",1705.3201173954
"FDN27","OUT046",1912.85942786778
"FDM20","OUT049",3984.68197211479
"FDO16","OUT017",1465.41649996683
"FDL03","OUT035",3278.01207495339
"FDE58","OUT046",1875.72160451416
"FDI02","OUT027",3258.14574833106
"NCC55","OUT019",-1258.77599253481
"FDR03","OUT018",3025.59954037254
"FDB14","OUT017",1619.08534551478
"FDR45","OUT013",3838.3519719768
"NCN07","OUT017",2133.86400639257
"FDM51","OUT019",-232.620293190031
"FDT52","OUT027",5322.02997712901
"FDL26","OUT046",2499.73357886018
"NCZ42","OUT046",3741.74152533469
"DRI47","OUT019",431.957318689987
"FDW40","OUT013",2332.36969200326
"FDN34","OUT046",2717.76645184244
"FDS01","OUT035",3002.34852825717
"NCG55","OUT045",1759.02249703172
"FDC11","OUT035",1576.69533801127
"FDX35","OUT018",3328.19638306124
"NCB06","OUT046",2550.38993740186
"FDR09","OUT019",2191.58183819528
"FDC53","OUT017",1679.35387220861
"FDY45","OUT013",4056.04188069152
"FDA22","OUT010",784.157415528845
"FDE02","OUT035",1694.81706877741
"FDW21","OUT045",1557.97620373461
"FDV34","OUT046",1222.55961094904
"FDS59","OUT049",1872.88532024962
"NCW17","OUT017",2106.73739402319
"NCK54","OUT046",1840.76929292149
"FDG17","OUT019",1955.87583066547
"FDG35","OUT017",2881.03079769981
"FDD08","OUT010",-1235.70107529341
"NCO07","OUT017",3422.75173166084
"FDJ10","OUT010",388.490052788197
"FDW36","OUT017",1787.47267985803
"FDW21","OUT010",-289.523787689407
"FDY19","OUT017",2014.20458550757
"DRE03","OUT013",823.128803081179
"NCC55","OUT049",731.817106538272
"FDH52","OUT010",-864.315625326194
"FDO09","OUT017",4269.39293183638
"FDU43","OUT045",3739.56891407333
"FDX09","OUT010",883.108711560188
"FDH40","OUT019",-533.430614052446
"FDW58","OUT017",1791.83922249016
"FDC47","OUT017",3708.19667659027
"NCR41","OUT035",1645.03687892311
"DRG49","OUT035",3979.55659788996
"FDC52","OUT027",3930.89129776761
"FDY13","OUT046",1242.57395153981
"FDY35","OUT013",809.837278094888
"FDI35","OUT017",3009.10194097054
"NCU18","OUT049",2362.51986591744
"FDY33","OUT018",2281.10283341714
"FDC15","OUT027",4012.48080232713
"FDU01","OUT049",3080.55037437772
"NCU42","OUT046",2683.9254881827
"NCV29","OUT018",2531.41159930386
"NCY30","OUT017",2992.48504845103
"FDQ46","OUT049",1895.02059771872
"FDG58","OUT027",3934.55420280644
"FDK33","OUT017",3498.8396287408
"NCD07","OUT045",1747.32909333155
"NCX29","OUT027",3757.67611170288
"NCT42","OUT013",2394.07128867167
"DRN59","OUT035",903.668652417917
"FDI44","OUT035",1468.90886394534
"FDA45","OUT049",2951.98800721068
"FDP31","OUT045",1035.64991018539
"FDY01","OUT046",1850.80689758547
"FDT09","OUT018",1835.85050753942
"DRH03","OUT027",2979.35285104603
"FDA36","OUT018",2703.48543930326
"NCF31","OUT017",2545.46587552645
"FDG14","OUT049",2548.00570700139
"FDG28","OUT027",5330.78247280156
"FDU14","OUT049",4065.49325092633
"FDY47","OUT019",198.20434245194
"FDI56","OUT049",1588.21131079631
"DRD01","OUT013",947.139198605441
"FDM22","OUT046",920.760439732557
"FDH33","OUT013",762.5777077363
"DRZ24","OUT013",1895.41638248602
"NCQ38","OUT046",1657.78251304887
"FDO16","OUT027",2829.92685212311
"FDU07","OUT027",3885.35682158479
"NCB07","OUT013",3093.58583630338
"FDU48","OUT045",2039.02398672873
"NCM43","OUT045",2546.923491559
"FDR31","OUT010",440.768308842984
"DRK49","OUT018",411.967760667072
"NCI30","OUT010",1914.04408058729
"DRD60","OUT017",2973.22080205443
"NCG19","OUT046",3692.03859015255
"FDH12","OUT035",1841.42502538984
"FDM32","OUT035",1659.59377520726
"FDM27","OUT035",2682.59568562491
"NCU53","OUT027",4074.75013198603
"NCQ18","OUT046",1571.75205101619
"FDS10","OUT013",2898.50089434828
"FDB33","OUT027",4010.8342008694
"FDI12","OUT013",1441.38810920156
"NCW42","OUT013",3513.28567307943
"NCC06","OUT018",1738.47108600487
"FDW02","OUT017",2123.5092868177
"NCD43","OUT017",1749.03825066813
"FDM57","OUT018",1087.59760644933
"FDA58","OUT017",3849.93650031368
"FDK56","OUT046",2973.75134101541
"FDP52","OUT045",3601.3930436379
"FDW20","OUT018",1723.75391356918
"FDS52","OUT049",1724.83390001703
"NCT29","OUT018",1604.41550956262
"NCL54","OUT013",2822.5134696926
"FDC05","OUT045",3089.44569382675
"FDF34","OUT035",3272.81961770625
"FDP03","OUT027",3449.00848940291
"FDD32","OUT010",-530.636599286659
"FDZ10","OUT045",1964.41334486767
"FDZ40","OUT035",1056.40889948613
"FDD51","OUT018",497.07193620501
"NCY30","OUT019",935.402215488062
"FDP58","OUT017",3566.53712886917
"FDV49","OUT017",4267.04458196652
"FDY24","OUT019",-1020.15259955711
"NCO55","OUT017",1789.56199514615
"FDR13","OUT017",1975.43011007438
"FDS51","OUT017",1150.14188962535
"FDP26","OUT045",1637.48862993646
"NCB54","OUT027",3469.27602705111
"FDF32","OUT017",3259.76411172041
"FDN31","OUT018",2758.28711887054
"DRM48","OUT017",716.810980933886
"FDN20","OUT049",2832.5786091375
"DRL01","OUT046",3667.49075622842
"FDV56","OUT049",1844.90069353983
"DRH13","OUT027",3155.00381682964
"FDA03","OUT017",2487.267364762
"FDF47","OUT027",5005.65653230087
"FDX32","OUT046",2395.53514235795
"FDX57","OUT049",1665.14250172263
"NCA30","OUT045",2935.50109082393
"FDO49","OUT013",886.006095244384
"FDL04","OUT019",-200.741887880514
"DRM48","OUT035",775.029290746098
"FDR16","OUT013",3410.36103508732
"NCC19","OUT018",2753.26289567578
"NCE42","OUT045",3625.89876776261
"FDY24","OUT017",1024.73973593794
"FDH19","OUT049",2929.00350621324
"FDJ46","OUT013",2809.48050843284
"FDN45","OUT010",1647.18614254666
"FDY08","OUT035",2439.40599796739
"FDZ37","OUT035",1564.75830871321
"NCT30","OUT045",702.587200255868
"DRY23","OUT018",421.903312441006
"NCZ30","OUT018",1628.73208759861
"FDC44","OUT018",1563.00717181613
"FDB45","OUT035",1853.69738266836
"FDY04","OUT013",2664.26748970411
"FDM27","OUT046",2580.63993865598
"FDZ43","OUT017",3935.27888832943
"FDT39","OUT019",550.418136265732
"NCC06","OUT019",81.9833852133811
"FDL15","OUT027",3952.99078164424
"FDL57","OUT017",4162.53287212283
"FDU08","OUT046",1617.16895170333
"FDK40","OUT017",4261.47856638336
"FDQ12","OUT010",1717.12835954125
"FDS48","OUT017",2555.52403858041
"FDP09","OUT045",3309.88382221755
"FDW21","OUT049",1696.51076214905
"FDY25","OUT035",3043.49074470195
"DRE13","OUT017",1474.06226031337
"FDV43","OUT019",-1145.14667438213
"FDD22","OUT045",1725.1594091697
"FDM46","OUT019",-397.380219067252
"NCO30","OUT010",1000.71502358508
"FDM25","OUT046",2802.99409518915
"NCN41","OUT049",2024.53490710279
"FDU24","OUT045",1451.61411237148
"FDZ50","OUT046",2953.91450074667
"FDP45","OUT013",3998.91767086426
"NCM54","OUT045",1908.6563955449
"FDW10","OUT019",907.42757896067
"FDP20","OUT017",2161.99859363958
"FDK32","OUT046",2464.78250454543
"FDN52","OUT049",1535.20678316455
"FDM58","OUT045",1717.52962897926
"FDZ46","OUT027",3228.12806422916
"NCA18","OUT018",1562.82394970773
"FDD35","OUT046",1945.86416703279
"NCK31","OUT035",942.179239940638
"FDI40","OUT027",3081.35808018622
"FDT50","OUT019",-303.055028272136
"NCT06","OUT046",2616.12397927878
"FDT31","OUT035",3162.24002453596
"FDT45","OUT049",992.032584008952
"FDT13","OUT045",2922.7551144913
"FDO50","OUT045",1421.49006511896
"NCU18","OUT010",337.530314601855
"NCR54","OUT049",3168.04342664638
"NCO18","OUT018",2541.03461503848
"FDU09","OUT045",870.692864838156
"FDT13","OUT018",2721.21929656929
"FDE09","OUT046",1818.81937149345
"NCK53","OUT019",-304.841662878635
"FDG45","OUT049",3507.23662196426
"DRH15","OUT035",902.210427477714
"FDO21","OUT019",1650.67572823612
"FDD14","OUT027",4399.75008499818
"FDC09","OUT046",1679.75764467182
"FDH45","OUT027",2217.23088475615
"FDV32","OUT046",1088.99012139034
"FDG12","OUT035",2050.33452482768
"FDS32","OUT013",2332.76792687983
"NCL55","OUT018",3646.07001151118
"DRE01","OUT035",3963.10134051226
"DRE15","OUT049",1358.20945596543
"NCL42","OUT045",3798.18947212723
"FDP31","OUT013",1109.34891262771
"FDN33","OUT018",1242.18350888653
"FDZ59","OUT046",2652.31855038132
"FDE45","OUT010",952.774829321081
"FDJ07","OUT013",1941.2879459181
"FDQ45","OUT018",2667.77649488047
"FDM33","OUT027",4933.53965187542
"FDO15","OUT010",-643.568749643827
"FDM46","OUT013",1534.30062328033
"FDR03","OUT045",3231.63694553895
"FDY49","OUT018",2405.40071285805
"FDQ60","OUT045",1833.09618682875
"FDW10","OUT049",2920.4633630388
"FDO51","OUT049",880.050800593984
"FDJ40","OUT018",1479.86206734912
"FDS20","OUT018",2652.8718333926
"FDU45","OUT013",1837.20197912333
"FDV02","OUT035",2884.07631495631
"FDN09","OUT046",3829.59911881359
"NCM55","OUT027",4389.57722784551
"FDN23","OUT018",2087.3412965374
"FDY31","OUT010",451.285596622895
"FDW03","OUT010",-187.908344480333
"FDD14","OUT046",2937.55498925081
"FDV23","OUT017",2125.81585310932
"DRI03","OUT045",2727.76013145536
"FDN13","OUT035",1773.76239413601
"FDF45","OUT027",2464.86468077987
"FDU46","OUT035",1573.63657869575
"FDB57","OUT049",3648.92748221162
"FDV12","OUT049",1716.83916811286
"FDQ58","OUT013",2472.97421588332
"NCA18","OUT017",1924.40327892036
"FDH52","OUT049",1117.28775108218
"FDM24","OUT018",2155.24990149169
"NCP43","OUT027",4307.37406336817
"NCO18","OUT019",886.029079887388
"FDM32","OUT017",1611.78662893416
"NCL07","OUT017",731.072193620258
"FDK03","OUT013",4043.10603499497
"FDP59","OUT017",1777.92443970102
"FDQ24","OUT049",4058.20700835504
"FDQ16","OUT018",1493.82612435057
"FDU44","OUT013",2637.71116838528
"FDH28","OUT010",-1234.77519909623
"FDV28","OUT019",-1264.43414458312
"FDM22","OUT045",837.427435801863
"FDR56","OUT046",3139.82568493093
"FDV39","OUT049",3246.61327944455
"FDU37","OUT019",-573.910581511356
"FDQ11","OUT010",2137.75516768603
"FDX02","OUT045",3499.55723041823
"NCS42","OUT018",1194.32736246026
"FDY57","OUT027",2991.58987201155
"FDB21","OUT049",3935.986629106
"FDE28","OUT017",3749.47149264895
"FDQ55","OUT017",1940.82202575258
"FDA48","OUT049",3635.44746183439
"FDZ19","OUT045",2740.62989642004
"NCC43","OUT045",3873.67183993108
"NCV18","OUT046",1308.86485303653
"NCA42","OUT018",2249.18809378268
"FDY45","OUT046",4041.80368792343
"NCC30","OUT045",2758.3811787739
"FDM57","OUT013",1430.20980219209
"FDL09","OUT010",763.66895779787
"FDB09","OUT027",3461.03175098428
"FDT44","OUT035",2065.59060216026
"NCT06","OUT027",4058.81248805449
"FDX26","OUT049",3046.3827051339
"FDK32","OUT013",2525.53630794416
"DRA12","OUT046",2294.09432036417
"FDO46","OUT010",1076.29378856681
"FDE52","OUT013",1467.45927336149
"NCH42","OUT045",3539.88284491503
"FDV08","OUT035",889.051350190718
"FDB47","OUT018",3076.24021477609
"FDC28","OUT010",-140.142809763821
"FDD22","OUT046",1823.5186924612
"FDS07","OUT027",3316.32356379053
"DRI13","OUT045",3353.88603998984
"FDG32","OUT018",3284.78832401071
"FDU14","OUT017",4073.52592731361
"FDD28","OUT019",-920.883402715994
"NCP41","OUT017",1831.36596014958
"FDS08","OUT049",2915.44116900179
"FDX47","OUT045",2488.09212508944
"FDC53","OUT019",-275.781040223429
"FDQ19","OUT035",3971.71223722039
"FDL14","OUT045",2435.82629876285
"FDM33","OUT019",1609.44853289945
"FDA51","OUT045",1765.36185648297
"FDZ27","OUT018",567.892618676488
"FDT04","OUT046",723.758112135308
"DRC13","OUT049",2057.16702494419
"FDR16","OUT027",4865.81776913824
"FDQ03","OUT027",5208.17464251277
"FDE38","OUT035",2840.19281914134
"DRH23","OUT027",2376.49403825515
"FDT11","OUT019",1105.44476741018
"FDD09","OUT035",3037.20721476855
"FDR40","OUT045",1283.33015339039
"FDX07","OUT017",3055.85504004866
"FDR07","OUT035",1739.60463493704
"FDA51","OUT017",1952.37477881976
"FDT59","OUT019",1764.07808363795
"FDF20","OUT017",3227.38732182429
"FDR13","OUT045",1776.42548499749
"FDY26","OUT049",3466.60274429577
"FDW04","OUT017",2172.47952777318
"FDK52","OUT017",3708.80929966382
"FDN60","OUT049",2638.81994359128
"FDM09","OUT019",836.926814542281
"FDP46","OUT049",1535.35060155158
"FDB50","OUT019",-591.644782134922
"NCQ29","OUT049",4138.43578383528
"FDP16","OUT027",5332.8056475985
"FDX33","OUT018",2317.97670740352
"FDP07","OUT010",1211.85798911471
"FDN22","OUT046",3964.70869115585
"FDF39","OUT049",4237.36614580399
"FDS21","OUT017",1113.62336693089
"NCM42","OUT013",1717.41886494519
"FDK50","OUT019",729.059263432781
"DRF13","OUT027",3804.94777660944
"FDH35","OUT018",2363.78981687096
"FDP60","OUT018",1341.95549338802
"DRJ49","OUT027",3490.01218567551
"NCT42","OUT019",459.395409628263
"FDE38","OUT049",2791.84509218245
"FDI04","OUT049",3260.66704289669
"NCH54","OUT045",2443.01873295182
"FDT56","OUT049",1098.22168304815
"DRD15","OUT018",3389.61567109909
"FDV58","OUT013",3119.7581148593
"FDP21","OUT049",3078.77031414893
"FDH05","OUT013",3722.9973036435
"FDR10","OUT027",4053.73678924668
"NCP06","OUT045",2318.54398827455
"FDF33","OUT049",1829.02271119491
"DRK37","OUT013",3001.53781166152
"DRH49","OUT045",1289.32484424064
"FDT58","OUT013",2719.39455220325
"FDD41","OUT018",1409.10402998972
"FDP40","OUT018",1497.04980297879
"FDM51","OUT027",3112.50224006591
"FDO45","OUT010",-503.880768942422
"FDW33","OUT010",-204.00471317666
"FDY24","OUT045",840.766322599695
"FDB10","OUT010",1837.77621973857
"FDM40","OUT035",2451.79215787074
"NCI06","OUT017",2958.70230502055
"FDW12","OUT019",430.167598869084
"FDX48","OUT027",3958.37316375938
"NCW05","OUT027",3141.99913090545
"FDX27","OUT017",1671.17546636103
"DRM37","OUT045",3057.88041216777
"FDA38","OUT045",3763.61591169224
"FDR36","OUT046",700.754863239681
"FDZ45","OUT046",3161.28732351213
"FDG05","OUT017",2663.0965455152
"FDK28","OUT013",4104.35616103369
"FDV47","OUT045",1357.55903768228
"FDN21","OUT045",2519.98887376543
"FDP20","OUT027",3498.05145348658
"FDI35","OUT045",2837.07518603519
"DRY23","OUT013",749.467509357027
"FDA56","OUT017",2080.38813119046
"FDB09","OUT013",2017.60706866739
"NCO26","OUT027",3290.0307210763
"FDQ49","OUT018",2272.47753397924
"FDI52","OUT027",3411.79279949778
"FDZ44","OUT027",3347.4125124368
"FDZ09","OUT018",2370.10365577008
"FDY03","OUT049",1933.21426946143
"NCG42","OUT017",2137.5467898685
"DRI13","OUT027",4888.97327029209
"FDQ32","OUT013",2054.60965560641
"FDW16","OUT035",1634.17198074318
"FDU27","OUT046",824.107575378823
"FDR28","OUT010",707.259747702305
"FDQ49","OUT010",653.523215562811
"FDS37","OUT046",1862.83237460885
"FDW26","OUT018",3244.28175531196
"FDX12","OUT018",3542.60279550064
"NCP06","OUT013",2437.1845942669
"FDW45","OUT010",440.07661591113
"NCN30","OUT049",1599.70529680596
"FDN24","OUT049",996.417656958534
"NCL41","OUT027",2005.61937226111
"FDR02","OUT019",-122.529189177573
"FDD09","OUT010",992.374256987874
"FDS33","OUT010",-505.146255699729
"FDU22","OUT045",1844.11627605185
"FDI53","OUT013",2649.89466641748
"DRH01","OUT049",2886.42684480631
"FDX32","OUT013",2373.79531765591
"NCP30","OUT018",385.505289221733
"FDB60","OUT045",3051.99313385507
"FDB14","OUT049",1624.53992945266
"NCP02","OUT035",1073.19217916389
"FDJ10","OUT017",2382.52276611202
"FDG34","OUT046",1775.90867703244
"NCB18","OUT017",1506.9528037994
"FDM16","OUT049",1332.58902074169
"FDW25","OUT018",1104.94033489141
"FDB35","OUT010",-430.933844593314
"DRN11","OUT013",2327.53897545897
"FDF41","OUT019",2019.25907087755
"FDH16","OUT045",1377.25956884582
"NCQ50","OUT018",3072.82542533472
"DRH23","OUT018",651.874810870973
"DRJ37","OUT013",2459.22649436284
"DRJ24","OUT027",4372.59581231786
"FDY16","OUT035",3080.84428312598
"FDQ27","OUT045",1642.16367330255
"FDZ33","OUT045",2337.86711239279
"FDF29","OUT045",2025.86185915849
"FDA08","OUT049",2741.38823078165
"FDG31","OUT046",1093.32986816685
"FDE34","OUT019",1023.12217098578
"NCR30","OUT027",2642.86193016792
"FDV33","OUT035",4209.20629658695
"DRZ24","OUT018",1615.71699438575
"NCL54","OUT035",2889.20482194773
"FDR12","OUT049",2873.57101366895
"NCC54","OUT046",3789.74374548189
"DRN59","OUT013",790.465443526503
"FDX50","OUT019",-109.052301635723
"FDV31","OUT027",4322.68157361007
"NCA29","OUT027",4183.96581931782
"FDW60","OUT049",2928.08351784267
"FDX08","OUT017",3037.63550104199
"DRD49","OUT013",3743.27056881221
"FDD33","OUT046",3682.62258766458
"FDW35","OUT013",780.685727842003
"FDJ36","OUT017",1771.98954263429
"FDV51","OUT035",2838.53561705912
"FDW36","OUT046",1719.79330110787
"FDH35","OUT046",2659.21812988384
"NCS30","OUT027",3492.9857331225
"FDN49","OUT017",796.150088585457
"FDL08","OUT018",3627.1132981219
"FDI09","OUT013",3848.5859787334
"FDP19","OUT018",1802.88135591476
"FDU21","OUT010",-1324.46063996834
"NCP41","OUT045",1630.86288639656
"FDY10","OUT013",1840.33153474596
"FDP12","OUT018",370.729047076799
"NCN26","OUT049",1920.24704930778
"FDK44","OUT013",2846.79105180981
"FDC28","OUT049",1854.87018723165
"FDJ41","OUT027",5595.38321797185
"NCT29","OUT035",2079.76295586829
"NCH42","OUT019",1677.32783252186
"FDU60","OUT018",2416.65686540234
"FDS02","OUT045",3025.54753974839
"FDC51","OUT046",1982.67040266607
"FDU03","OUT013",2969.82924191585
"FDX39","OUT045",3322.06695931518
"NCY05","OUT010",-1305.42405247981
"NCL06","OUT027",5509.66958577622
"FDD32","OUT035",1484.28290345994
"NCN41","OUT045",1857.54020182283
"NCX53","OUT049",2365.06706128897
"FDU57","OUT019",520.068224098463
"FDQ23","OUT046",1694.43588630024
"FDQ52","OUT045",3868.71226620236
"FDC14","OUT045",637.635246071144
"FDY09","OUT035",2975.63658266004
"FDQ28","OUT045",2462.47778262056
"FDV25","OUT046",3510.60334100671
"FDJ07","OUT035",2021.51912443439
"DRB25","OUT049",1779.45231792324
"FDK52","OUT019",1678.72937903289
"FDY52","OUT027",2495.65237783927
"FDB28","OUT046",3161.36825592214
"FDT36","OUT035",788.69715654497
"FDV25","OUT017",3630.75442682076
"NCN07","OUT027",3486.41141175949
"FDC57","OUT017",3202.98296920258
"FDQ03","OUT018",3489.56636397927
"FDU23","OUT017",2807.55686426129
"NCX41","OUT035",3494.32133010284
"NCD06","OUT035",906.763596376127
"FDW08","OUT045",1669.89078260949
"NCU29","OUT017",2419.59013198162
"NCE06","OUT013",2583.74708677487
"FDV52","OUT010",-23.6201925282581
"FDB02","OUT017",2935.01406663965
"NCR18","OUT045",638.672705600201
"FDK16","OUT049",1635.18696031272
"NCQ29","OUT010",2120.94320395528
"FDZ01","OUT019",-229.74117371901
"FDW27","OUT035",2692.31830288379
"FDD17","OUT018",3488.95510973659
"FDW39","OUT013",2874.0019020036
"DRH59","OUT045",1112.24670386903
"FDS52","OUT013",1677.95324732859
"FDU40","OUT027",4565.1891359142
"NCF54","OUT013",2780.06489719581
"FDH46","OUT045",1589.40792698671
"NCP14","OUT049",1732.15150506547
"FDH50","OUT049",3059.87419386801
