"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDZ40","OUT035",892.780715442686
"FDD51","OUT018",658.210403311377
"NCY30","OUT019",422.765472615041
"FDP58","OUT017",3762.857343252
"FDV49","OUT017",4344.92082429354
"FDY24","OUT019",173.225776828203
"NCO55","OUT017",1564.6151671243
"FDR13","OUT017",1963.84242761539
"FDS51","OUT017",964.018995165629
"FDP26","OUT045",1468.1658717352
"NCB54","OUT027",3208.01849339658
"FDF32","OUT017",3263.48257686035
"FDN31","OUT018",2682.53263167411
"DRM48","OUT017",740.730893462597
"FDN20","OUT049",2800.81475658626
"DRL01","OUT046",3882.36524796229
"FDV56","OUT049",1751.7716216509
"DRH13","OUT027",2556.12928940468
"FDA03","OUT017",2538.62462492631
"FDF47","OUT027",6078.54138420279
"FDX32","OUT046",2554.29664048205
"FDX57","OUT049",1727.52280457881
"NCA30","OUT045",2753.25578113405
"FDO49","OUT013",733.179662783665
"FDL04","OUT019",263.026468768525
"DRM48","OUT035",757.795135935403
"FDR16","OUT013",3720.34117798093
"NCC19","OUT018",2657.38201759385
"NCE42","OUT045",3242.70051045293
"FDY24","OUT017",1082.02868493556
"FDH19","OUT049",2764.68186390125
"FDJ46","OUT013",2685.67638592804
"FDN45","OUT010",658.03133909213
"FDY08","OUT035",2306.21592944932
"FDZ37","OUT035",1482.33004752977
"NCT30","OUT045",795.340077222926
"DRY23","OUT018",623.764957846737
"NCZ30","OUT018",1800.16343023253
"FDC44","OUT018",1549.40535477177
"FDB45","OUT035",1724.35043544002
"FDY04","OUT013",2514.27291651227
"FDM27","OUT046",2652.98276095089
"FDZ43","OUT017",4102.4023363646
"FDT39","OUT019",374.344704487423
"NCC06","OUT019",282.881764204021
"FDL15","OUT027",4224.12362556289
"FDL57","OUT017",4386.45482492886
"FDU08","OUT046",1476.86965033188
"FDK40","OUT017",4080.01809894248
"FDQ12","OUT010",604.470861392001
"FDS48","OUT017",2729.95677574186
"FDP09","OUT045",3433.57954259744
"FDW21","OUT049",1654.48657321249
"FDY25","OUT035",3249.5793264261
"DRE13","OUT017",1561.80851378559
"FDV43","OUT019",129.083758268086
"FDD22","OUT045",1620.62613397631
"FDM46","OUT019",293.29759342437
"NCO30","OUT010",517.140421080766
"FDM25","OUT046",2633.37104878897
"NCN41","OUT049",2110.35295905171
"FDU24","OUT045",1549.11742381299
"FDZ50","OUT046",2955.12415203391
"FDP45","OUT013",3931.94650500608
"NCM54","OUT045",1706.08081694065
"FDW10","OUT019",424.367920836123
"FDP20","OUT017",2113.88659088275
"FDK32","OUT046",2501.23857831045
"FDN52","OUT049",1276.81743967295
"FDM58","OUT045",1687.57862274331
"FDZ46","OUT027",3013.99173230175
"NCA18","OUT018",1674.47895660329
"FDD35","OUT046",2191.87459016326
"NCK31","OUT035",849.02551055713
"FDI40","OUT027",2680.7289789525
"FDT50","OUT019",255.421894861935
"NCT06","OUT046",2582.99173549776
"FDT31","OUT035",3220.09288082215
"FDT45","OUT049",850.661507102452
"FDT13","OUT045",2678.62691012983
"FDO50","OUT045",1430.70069329836
"NCU18","OUT010",417.85433466087
"NCR54","OUT049",3513.39925829565
"NCO18","OUT018",2368.36729101321
"FDU09","OUT045",804.330534490633
"FDT13","OUT018",2585.56603913448
"FDE09","OUT046",1766.62154560747
"NCK53","OUT019",251.397887815055
"FDG45","OUT049",3766.92871189016
"DRH15","OUT035",830.917164445284
"FDO21","OUT019",511.518307800578
"FDD14","OUT027",5046.00521321144
"FDC09","OUT046",1666.5712488556
"FDH45","OUT027",1539.66833820906
"FDV32","OUT046",1155.17002926722
"FDG12","OUT035",2186.09367333277
"FDS32","OUT013",2163.8578365879
"NCL55","OUT018",3274.71072437736
"DRE01","OUT035",4187.9707084604
"DRE15","OUT049",1325.9930124302
"NCL42","OUT045",3783.86178162143
"FDP31","OUT013",915.556328362814
"FDN33","OUT018",1398.07334123649
"FDZ59","OUT046",2783.84993577767
"FDE45","OUT010",439.153626588571
"FDJ07","OUT013",1741.44715122453
"FDQ45","OUT018",2602.59930583854
"FDM33","OUT027",5631.15207408006
"FDO15","OUT010",218.256106989116
"FDM46","OUT013",1656.29756936131
"FDR03","OUT045",3590.30570205944
"FDY49","OUT018",2197.87279429834
"FDQ60","OUT045",1826.77068079943
"FDW10","OUT049",2578.94464087756
"FDO51","OUT049",771.690453449912
"FDJ40","OUT018",1363.06430899093
"FDS20","OUT018",2583.82081018993
"FDU45","OUT013",2000.31730800307
"FDV02","OUT035",2865.07505516685
"FDN09","OUT046",3556.35848789808
"NCM55","OUT027",4828.01130354947
"FDN23","OUT018",2194.33792801955
"FDY31","OUT010",414.061744617968
"FDW03","OUT010",294.796123319367
"FDD14","OUT046",2947.11903040265
"FDV23","OUT017",1890.56396881878
"DRI03","OUT045",2644.80218613078
"FDN13","OUT035",1480.54797998332
"FDF45","OUT027",1812.23278330781
"FDU46","OUT035",1471.02229409141
"FDB57","OUT049",3688.84533256178
"FDV12","OUT049",1616.90613755618
"FDQ58","OUT013",2470.15807344061
"NCA18","OUT017",1881.28852875752
"FDH52","OUT049",904.103024407047
"FDM24","OUT018",2282.45306476391
"NCP43","OUT027",4623.60275972123
"NCO18","OUT019",423.853929768489
"FDM32","OUT017",1411.77148781992
"NCL07","OUT017",661.906455433004
"FDK03","OUT013",4580.21083213509
"FDP59","OUT017",1639.37958383841
"FDQ24","OUT049",4124.7640754997
"FDQ16","OUT018",1331.67332625376
"FDU44","OUT013",2369.22277919764
"FDH28","OUT010",140.115458750934
"FDV28","OUT019",140.552128759778
"FDM22","OUT045",835.442988011406
"FDR56","OUT046",2961.20888201811
"FDV39","OUT049",2931.54409186729
"FDU37","OUT019",263.185544790886
"FDQ11","OUT010",857.990784084336
"FDX02","OUT045",3808.79835808191
"NCS42","OUT018",1457.46359895276
"FDY57","OUT027",2784.55737851991
"FDB21","OUT049",3756.44261833814
"FDE28","OUT017",3606.10001777371
"FDQ55","OUT017",2125.46368014347
"FDA48","OUT049",3624.8035930312
"FDZ19","OUT045",2345.59216305035
"NCC43","OUT045",3469.96007222218
"NCV18","OUT046",1496.72468014356
"NCA42","OUT018",2415.28988221162
"FDY45","OUT046",3708.30182274239
"NCC30","OUT045",2950.05038868282
"FDM57","OUT013",1531.41292751482
"FDL09","OUT010",455.16371763097
"FDB09","OUT027",3160.88621462198
"FDT44","OUT035",1755.17425426461
"NCT06","OUT027",4315.51821403238
"FDX26","OUT049",3213.23024346495
"FDK32","OUT013",2351.24990279704
"DRA12","OUT046",2155.0578042808
"FDO46","OUT010",514.120578796308
"FDE52","OUT013",1385.63144544965
"NCH42","OUT045",3790.23629218484
"FDV08","OUT035",785.391590051364
"FDB47","OUT018",2713.6573626108
"FDC28","OUT010",245.546384637928
"FDD22","OUT046",1782.234976745
"FDS07","OUT027",2984.95143061532
"DRI13","OUT045",3732.25945512684
"FDG32","OUT018",3729.78879048292
"FDU14","OUT017",4340.02256809393
"FDD28","OUT019",152.138305564126
"NCP41","OUT017",1746.81657542276
"FDS08","OUT049",2638.54757616015
"FDX47","OUT045",2429.311953134
"FDC53","OUT019",266.9307271619
"FDQ19","OUT035",4136.36573926217
"FDL14","OUT045",2348.06329131177
"FDM33","OUT019",548.478388770847
"FDA51","OUT045",1844.67576312874
"FDZ27","OUT018",756.707441728161
"FDT04","OUT046",683.368089367725
"DRC13","OUT049",2043.19490694608
"FDR16","OUT027",5317.52125913427
"FDQ03","OUT027",6003.23885603726
"FDE38","OUT035",2810.51231252627
"DRH23","OUT027",1823.12035737477
"FDT11","OUT019",575.069743984842
"FDD09","OUT035",3225.58942329828
"FDR40","OUT045",1375.48737903724
"FDX07","OUT017",2983.85857452495
"FDR07","OUT035",1627.605245459
"FDA51","OUT017",2125.21133369978
"FDT59","OUT019",541.805300487922
"FDF20","OUT017",3139.55102949483
"FDR13","OUT045",1788.87060007476
"FDY26","OUT049",4010.95408770648
"FDW04","OUT017",2025.2219864979
"FDK52","OUT017",4230.90945012985
"FDN60","OUT049",2746.47000541423
"FDM09","OUT019",415.720350221532
"FDP46","OUT049",1420.788049158
"FDB50","OUT019",285.506953499971
"NCQ29","OUT049",3793.49647322669
"FDP16","OUT027",6042.53761235548
"FDX33","OUT018",2455.39583317908
"FDP07","OUT010",498.214114897283
"FDN22","OUT046",3620.93076479186
"FDF39","OUT049",4208.03933771797
"FDS21","OUT017",956.595321183706
"NCM42","OUT013",1579.2888726165
"FDK50","OUT019",422.301332810817
"DRF13","OUT027",3869.81492104759
"FDH35","OUT018",2328.5711255891
"FDP60","OUT018",1342.79110630909
"DRJ49","OUT027",2975.57237916683
"NCT42","OUT019",406.413761912277
"FDE38","OUT049",2722.47764842655
"FDI04","OUT049",3053.14398409251
"NCH54","OUT045",2511.19988687662
"FDT56","OUT049",835.080239935532
"DRD15","OUT018",3103.47843640754
"FDV58","OUT013",3111.95216275528
"FDP21","OUT049",3356.24546252591
"FDH05","OUT013",3592.35865554714
"FDR10","OUT027",4267.09057962158
"NCP06","OUT045",2079.48267332872
"FDF33","OUT049",1624.89101800962
"DRK37","OUT013",3084.36597610919
"DRH49","OUT045",1339.35612953735
"FDT58","OUT013",2708.8431192187
"FDD41","OUT018",1394.99105189935
"FDP40","OUT018",1815.1926344644
"FDM51","OUT027",2735.76508558995
"FDO45","OUT010",209.074563064105
"FDW33","OUT010",269.472161019829
"FDY24","OUT045",1115.20726931635
"FDB10","OUT010",581.058650790837
"FDM40","OUT035",2297.56987185768
"NCI06","OUT017",3133.66120586527
"FDW12","OUT019",336.635929804515
"FDX48","OUT027",4314.98834910582
"NCW05","OUT027",2675.8729067591
"FDX27","OUT017",1593.07426311687
"DRM37","OUT045",3069.16066358365
"FDA38","OUT045",3643.25353997279
"FDR36","OUT046",807.915962523731
"FDZ45","OUT046",2932.05311229418
"FDG05","OUT017",2546.74571227862
"FDK28","OUT013",4683.47297119913
"FDV47","OUT045",1388.08105503099
"FDN21","OUT045",2685.0872482615
"FDP20","OUT027",3073.18244365588
"FDI35","OUT045",3015.01428120754
"DRY23","OUT013",716.247848021195
"FDA56","OUT017",2168.28793474469
"FDB09","OUT013",1899.46225496997
"NCO26","OUT027",2663.15211444995
"FDQ49","OUT018",2531.20526431527
"FDI52","OUT027",3067.15772361952
"FDZ44","OUT027",2940.42873731855
"FDZ09","OUT018",2457.67370763087
"FDY03","OUT049",1950.93528688863
"NCG42","OUT017",2246.48792097236
"DRI13","OUT027",5578.50046600449
"FDQ32","OUT013",2005.91339883166
"FDW16","OUT035",1490.6459618515
"FDU27","OUT046",813.046077968085
"FDR28","OUT010",385.868050755988
"FDQ49","OUT010",433.575000280501
"FDS37","OUT046",1991.67538582046
"FDW26","OUT018",3379.49042311541
"FDX12","OUT018",3107.09089443684
"NCP06","OUT013",2562.70761302503
"FDW45","OUT010",403.557506123745
"NCN30","OUT049",1522.3558022889
"FDN24","OUT049",846.560880403583
"NCL41","OUT027",1422.71104136506
"FDR02","OUT019",259.644222792766
"FDD09","OUT010",446.004095449248
"FDS33","OUT010",207.38984358612
"FDU22","OUT045",1778.66818253968
"FDI53","OUT013",2508.52381511114
"DRH01","OUT049",2852.72821616704
"FDX32","OUT013",2409.12303181969
"NCP30","OUT018",624.812566248546
"FDB60","OUT045",2630.92429323444
"FDB14","OUT049",1432.00159903601
"NCP02","OUT035",869.437220685722
"FDJ10","OUT017",2398.11077772015
"FDG34","OUT046",1944.62876419139
"NCB18","OUT017",1538.71134479522
"FDM16","OUT049",1222.41344817637
"FDW25","OUT018",1479.19917170104
"FDB35","OUT010",215.037569716942
"DRN11","OUT013",2277.91983819502
"FDF41","OUT019",569.504074916772
"FDH16","OUT045",1377.46239294877
"NCQ50","OUT018",3118.5191585893
"DRH23","OUT018",687.532918783509
"DRJ37","OUT013",2272.50018567641
"DRJ24","OUT027",4866.36995541345
"FDY16","OUT035",3218.40685587429
"FDQ27","OUT045",1733.37813161256
"FDZ33","OUT045",2370.67648328144
"FDF29","OUT045",1959.99026248732
"FDA08","OUT049",2918.62772725633
"FDG31","OUT046",928.250416381497
"FDE34","OUT019",402.342464211235
"NCR30","OUT027",2220.19138127646
"FDV33","OUT035",4282.1200189611
"DRZ24","OUT018",1626.30565907292
"NCL54","OUT035",2996.91156494499
"FDR12","OUT049",2955.3705063279
"NCC54","OUT046",3788.04012418636
"DRN59","OUT013",780.286338788867
"FDX50","OUT019",247.823690056089
"FDV31","OUT027",5041.03882440667
"NCA29","OUT027",4575.14310913566
"FDW60","OUT049",3042.7151543741
"FDX08","OUT017",3186.71745013361
"DRD49","OUT013",3633.95797653076
"FDD33","OUT046",3509.54654548655
"FDW35","OUT013",761.002779167542
"FDJ36","OUT017",1826.53087590251
"FDV51","OUT035",3205.93760205307
"FDW36","OUT046",1694.54322633807
"FDH35","OUT046",2512.7436297184
"NCS30","OUT027",2901.86921253468
"FDN49","OUT017",715.853390097225
"FDL08","OUT018",3346.70369174831
"FDI09","OUT013",3508.27038634148
"FDP19","OUT018",1710.02592671925
"FDU21","OUT010",138.643308707911
"NCP41","OUT045",1543.98133598799
"FDY10","OUT013",1877.82702853726
"FDP12","OUT018",576.109226510595
"NCN26","OUT049",2035.56629718162
"FDK44","OUT013",2974.92486522266
"FDC28","OUT049",1660.99662006431
"FDJ41","OUT027",6047.31331577424
"NCT29","OUT035",1953.70802101657
"NCH42","OUT019",542.834260374703
"FDU60","OUT018",2354.98836231181
"FDS02","OUT045",3035.99162501457
"FDC51","OUT046",2367.82595437265
"FDU03","OUT013",3103.63775373083
"FDX39","OUT045",3717.06661633056
"NCY05","OUT010",131.762345304725
"NCL06","OUT027",5585.3106068629
"FDD32","OUT035",1369.40380012684
"NCN41","OUT045",1674.743666131
"NCX53","OUT049",2438.19634416342
"FDU57","OUT019",348.213661663467
"FDQ23","OUT046",1771.60964464535
"FDQ52","OUT045",4221.93020260097
"FDC14","OUT045",654.246324392983
"FDY09","OUT035",3463.67293453597
"FDQ28","OUT045",2661.27590341199
"FDV25","OUT046",4211.5776545161
"FDJ07","OUT035",2064.85221089711
"DRB25","OUT049",1691.7963760876
"FDK52","OUT019",586.237392781425
"FDY52","OUT027",1690.37940321036
"FDB28","OUT046",3121.41617181203
"FDT36","OUT035",706.005986094079
"FDV25","OUT017",4115.16886489551
"NCN07","OUT027",3232.11606758819
"FDC57","OUT017",3132.77088393554
"FDQ03","OUT018",3337.70569884457
"FDU23","OUT017",2797.35388371391
"NCX41","OUT035",3698.18791668452
"NCD06","OUT035",821.988454502015
"FDW08","OUT045",1577.43452930324
"NCU29","OUT017",2521.42050203576
"NCE06","OUT013",2422.8868261534
"FDV52","OUT010",254.141955249789
"FDB02","OUT017",2941.37477563508
"NCR18","OUT045",708.422190984598
"FDK16","OUT049",1458.79100051985
"NCQ29","OUT010",761.736441505611
"FDZ01","OUT019",253.683111381418
"FDW27","OUT035",2481.47651830711
"FDD17","OUT018",3269.48950953296
"FDW39","OUT013",2879.88095788387
"DRH59","OUT045",1166.44627527669
"FDS52","OUT013",1400.36151267085
"FDU40","OUT027",5408.37071134895
"NCF54","OUT013",2652.21169019807
"FDH46","OUT045",1553.23690862054
"NCP14","OUT049",1731.7847276426
"FDH50","OUT049",3299.14962140112
"DRF15","OUT010",395.437653523985
"FDV27","OUT027",2621.26101626644
"NCJ06","OUT049",2139.09883742077
"FDN02","OUT018",3233.232158082
"FDQ51","OUT049",862.454357262607
"FDQ07","OUT017",4346.18425084739
